# Walera v2.4 baseline — captured BEFORE first DECOMP-XX PR (BENCH-01).
# Provenance:
#   git-sha:    f1638da8c55c413cdbb7ec684ab9bd0a2c6c4185
#   captured:   2026-05-24
#   runner:     local-capture (intended target: ubuntu-latest)
#   kernel:     6.8.0-111-generic
#   host-cpu:   Intel(R) Core(TM) i5-6600T CPU @ 2.70GHz (GOMAXPROCS=4)
#   go-version: go1.25.0
#   benchstat:  v0.0.0-20260512194132-3cf34090a3db
#   command:    go test -bench=. -benchmem -count=10 -run='^$' -timeout=15m ./internal/sse/... ./internal/router/... ./internal/metrics/... ./internal/app/...
# Notes:
#   - fakeMetrics mutex floor: ~20ns/op uncontested.
#   - HeartbeatInterval set to 1 hour in BenchmarkPoolWorkerRun fixture to suppress sweep noise.
#   - -race deliberately omitted; race instrumentation invalidates allocation measurement.
goos: linux
goarch: amd64
pkg: github.com/walera/walera/internal/sse
cpu: Intel(R) Core(TM) i5-6600T CPU @ 2.70GHz
BenchmarkRouteTx/exact_1-4         	  569677	      2094 ns/op	     688 B/op	      16 allocs/op
BenchmarkRouteTx/exact_1-4         	  592346	      2063 ns/op	     688 B/op	      16 allocs/op
BenchmarkRouteTx/exact_1-4         	  612051	      1990 ns/op	     688 B/op	      16 allocs/op
BenchmarkRouteTx/exact_1-4         	  572246	      2014 ns/op	     688 B/op	      16 allocs/op
BenchmarkRouteTx/exact_1-4         	  606684	      1991 ns/op	     688 B/op	      16 allocs/op
BenchmarkRouteTx/exact_10-4        	   67946	     17668 ns/op	    7499 B/op	     163 allocs/op
BenchmarkRouteTx/exact_10-4        	   67578	     18140 ns/op	    7499 B/op	     163 allocs/op
BenchmarkRouteTx/exact_10-4        	   68629	     17507 ns/op	    7499 B/op	     163 allocs/op
BenchmarkRouteTx/exact_10-4        	   68539	     18146 ns/op	    7499 B/op	     163 allocs/op
BenchmarkRouteTx/exact_10-4        	   67741	     17641 ns/op	    7499 B/op	     163 allocs/op
BenchmarkRouteTx/exact_10-4        	   68050	     18548 ns/op	    7499 B/op	     163 allocs/op
BenchmarkRouteTx/exact_10-4        	   67417	     19740 ns/op	    7499 B/op	     163 allocs/op
BenchmarkRouteTx/exact_10-4        	   48316	     20964 ns/op	    7499 B/op	     163 allocs/op
BenchmarkRouteTx/exact_10-4        	   66903	     18858 ns/op	    7499 B/op	     163 allocs/op
BenchmarkRouteTx/exact_10-4        	   68119	     17899 ns/op	    7499 B/op	     163 allocs/op
BenchmarkRouteTx/wildcard_100-4    	    5140	    229773 ns/op	  130060 B/op	    2019 allocs/op
BenchmarkRouteTx/wildcard_100-4    	    5156	    230430 ns/op	  130060 B/op	    2019 allocs/op
